Timestamp,wind_speed (m s-1),wind_dir (deg),(z-d)/L (-),Fc (µmol m-2 s-1),FcEP (µmol m-2 s-1),FCcorL (µmol m-2 s-1),FCcorG (µmol m-2 s-1),CF_L (-),CF_G (-)
2024-05-01 13:30:00,1.90141,3.50506,-0.0602712,-29.9004,-34.2,-32.652279927334675,-32.039618976244974,1.0920348867351164,1.0715448280372495
2024-05-01 14:00:00,2.04565,0.609025,-0.0484811,-28.4796,-32.6411,-31.170302801950932,-30.566343416758894,1.094478251167535,1.0732715142333071
2024-05-01 14:30:00,2.42904,10.256,-0.0268412,-27.4099,-31.5936,-30.17130009812707,-29.582228904090634,1.1007446250488717,1.079253441424107
2024-05-01 15:00:00,3.12548,17.9831,-0.00760209,-28.6273,-33.357,-32.345785523705935,-31.547069224890304,1.1298929875924706,1.101992476583202
2024-05-01 15:30:00,3.24537,25.6703,-0.00926318,-27.4946,-32.0981,-31.06595573665994,-30.298842346664507,1.1298929875924706,1.101992476583202
2024-05-01 16:00:00,3.07328,27.4262,-0.00476769,-26.0478,-30.3263,-28.928477155168885,-28.327918467633612,1.110591956140975,1.0875359326942626
2024-05-01 16:30:00,3.34627,25.9496,0.00238223,-24.7599,-28.9519,-28.2360676711985,-27.54065764761224,1.1403950610139177,1.1123089207796575
2024-05-01 17:00:00,3.33108,29.6817,0.00982407,-23.1666,-27.8269,-26.419076220485024,-25.76841584413401,1.1403950610139177,1.1123089207796575
2024-05-01 17:30:00,2.6265,26.3857,0.0324579,-12.5849,-15.1078,-14.200861278530736,-13.83803017225983,1.1284047770368248,1.0995741064497795
2024-05-01 18:00:00,2.28496,35.6137,0.0558497,-7.57382,-9.16199,-8.473721803285894,-8.270142271660719,1.118817426778811,1.0919380539358894
2024-05-01 18:30:00,2.3338,31.372,0.0705704,-3.02187,-3.69606,-3.380920817460085,-3.299694847047246,1.118817426778811,1.0919380539358894
2024-05-01 19:00:00,1.7385,45.1173,0.163873,0.0546785,0.0692003,0.061272776775265526,0.05962777977183098,1.1206009084972253,1.090516012177199
2024-05-01 19:30:00,1.78437,44.9849,0.181343,3.44037,4.40401,3.855281747566599,3.7517785728140707,1.1206009084972253,1.090516012177199
2024-05-01 20:00:00,1.49852,44.1103,0.309503,2.38995,3.21439,2.6710797030191236,2.59863920739322,1.117629951680631,1.0873194867646687
2024-05-01 20:30:00,1.03407,19.1885,0.70728,4.7157,7.18306,5.185108332498727,5.054328411237741,1.0995416019888302,1.0718087264325
2024-05-01 21:00:00,1.4325,47.5349,1.95363,1.37384,2.84516,1.535444732816918,1.4938030036967724,1.117629951680631,1.0873194867646687
2024-05-01 21:30:00,1.66943,45.4229,0.345521,3.44985,4.74776,3.8659050441791525,3.7621166646095103,1.1206009084972253,1.090516012177199
2024-05-01 22:00:00,1.89439,45.6422,0.189543,4.51671,5.83556,5.082798367582402,4.9514527853998755,1.1253320154675421,1.0962520917658818
2024-05-01 22:30:00,2.05808,56.4352,0.141169,4.24342,5.37607,4.775256381075278,4.651858051241178,1.1253320154675421,1.0962520917658818
2024-05-01 23:00:00,2.00198,62.6039,0.132026,4.94827,6.22685,5.568446652177575,5.42455133812236,1.1253320154675421,1.0962520917658818
2024-05-01 23:30:00,2.29543,58.5633,0.088031,5.70142,7.05513,6.378848053385248,6.2255974594711585,1.118817426778811,1.0919380539358894
2024-05-02 00:00:00,1.9249,70.236,0.154815,4.72339,6.00165,5.315381988539234,5.178026167726048,1.1253320154675421,1.0962520917658818
2024-05-02 00:30:00,1.44928,70.7417,0.41591,2.6481,3.71336,2.9595958750454785,2.879330732901519,1.117629951680631,1.0873194867646687
2024-05-02 01:00:00,1.55091,43.3681,0.446262,2.41097,3.43236,2.6945722846034506,2.6214946630050133,1.117629951680631,1.0873194867646687
2024-05-02 01:30:00,1.51338,59.0894,0.280118,3.74333,4.98577,4.183657727024656,4.070195654390787,1.117629951680631,1.0873194867646687
2024-05-02 02:00:00,0.817608,157.755,0.0322913,0.0998801,0.11668,0.10982232516080456,0.10705236277695075,1.0995416019888302,1.0718087264325
2024-05-02 02:30:00,0.327146,96.7361,-0.081862,-2.8893,-3.2843,-3.069178903799245,-3.027382114251661,1.0622569147541776,1.0477908539271314
2024-05-02 03:00:00,0.533651,124.746,-0.476532,-4.53712,-5.13685,-4.819587093069474,-4.753952839169867,1.0622569147541776,1.0477908539271314
2024-05-02 03:30:00,0.7736,169.672,-0.755003,-0.302304,-0.342027,-0.32112451435784695,-0.3167513663055876,1.0622569147541776,1.0477908539271314
2024-05-02 04:00:00,0.776987,188.307,1.37577,2.63184,4.75162,2.893817569778283,2.820829078574111,1.0995416019888302,1.0718087264325
2024-05-02 04:30:00,0.519304,231.981,-0.233016,-10.7255,-12.1449,-11.393236539195932,-11.238080803795448,1.0622569147541776,1.0477908539271314
2024-05-02 05:00:00,0.912336,234.088,2.06087,1.48653,3.05855,1.6345015776044556,1.593275826103704,1.0995416019888302,1.0718087264325
2024-05-02 05:30:00,1.25238,238.322,0.0330828,3.62138,4.25344,4.003264765184257,3.908062316008629,1.105452828806769,1.079163831469945
2024-05-02 06:00:00,1.1822,227.519,0.0272919,3.80303,4.44216,4.181589698611581,4.0761207408845905,1.0995416019888302,1.0718087264325
2024-05-02 06:30:00,1.55204,244.708,-0.00787854,2.26994,2.58455,2.4469915385742382,2.406746810622481,1.0779983341296413,1.0602689104656868
2024-05-02 07:00:00,0.974904,206.427,-0.0886738,-0.997635,-1.12964,-1.07695611470066,-1.0594691186818228,1.079509153849514,1.061980703044523
2024-05-02 07:30:00,2.07059,214.679,-0.0193135,-2.87604,-3.29746,-3.147763229487878,-3.0867718057955607,1.094478251167535,1.0732715142333071
2024-05-02 08:00:00,2.39674,241.318,-0.00566428,0.813686,0.937424,0.8956604909775162,0.878173415738616,1.1007446250488717,1.079253441424107
2024-05-02 08:30:00,3.3469,262.401,-0.00386703,7.16129,8.37379,8.091491353116083,7.891687702630519,1.1298929875924706,1.101992476583202
2024-05-02 09:00:00,3.76835,262.686,-0.00165192,-4.90119,-5.76951,-5.537820211858341,-5.401074506304824,1.1298929875924706,1.101992476583202
2024-05-02 09:30:00,3.78163,272.142,-0.00710304,-13.8787,-16.341,-15.681445806899621,-15.294222984755287,1.1298929875924706,1.101992476583202
2024-05-02 10:00:00,3.79419,273.868,-0.00753451,-13.9798,-16.4633,-15.795677987945218,-15.405634424137848,1.1298929875924706,1.101992476583202
2024-05-02 10:30:00,3.47769,240.293,-0.0116791,-20.2339,-23.709,-22.86214172164729,-22.297605571936852,1.1298929875924706,1.101992476583202
2024-05-02 11:00:00,3.97602,237.841,-0.0149588,-24.4834,-28.9158,-27.663621972421495,-26.98052260117717,1.1298929875924706,1.101992476583202
2024-05-02 11:30:00,3.98671,239.905,-0.0140806,-22.7841,-26.9134,-25.743594818605608,-25.107906785719333,1.1298929875924706,1.101992476583202
2024-05-02 12:00:00,4.35705,244.484,-0.0139312,-27.1086,-32.2085,-30.629817043449247,-29.87347325070339,1.1298929875924706,1.101992476583202
