 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.740
wind_speed_[m+1s-1]_=_  0.565
averaging_interval_[min]_=_     30
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
1,0.610352E-03,0.187959E-02,0.315481E-03,0.105848E-01,0.234023E-02,0.289447E-01,0.249379E-01,0.313854E-01,-9999.0,-9999.0,0.405760E-02,0.832258E-01,0.137949E-01,0.162490E-01,0.181316E-01,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.122070E-02,0.375919E-02,0.242734,0.761662,0.218310E-01,0.697861E-01,0.400117E-01,0.462267E-01,-9999.0,-9999.0,-0.690742E-01,3.13826,0.705094E-01,0.515413E-01,0.576494E-01,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.183105E-02,0.563878E-02,0.510633E-01,0.757820,0.896868E-02,0.483580E-01,0.303278E-01,0.321661E-01,-9999.0,-9999.0,-0.127725,1.87486,0.369030E-01,0.348464E-01,0.365660E-01,-9999.0,-9999.0
1,0.244141E-02,0.751837E-02,0.161864,0.637796E-01,0.271847E-01,0.375585E-01,0.296507E-01,0.444841E-01,-9999.0,-9999.0,-0.175744,0.284939,0.581109E-01,0.562064E-01,0.720509E-01,-9999.0,-9999.0
1,0.305176E-02,0.939797E-02,0.781604E-01,0.135836,0.728485E-01,0.122807,0.111563,0.147057,-9999.0,-9999.0,0.236560,1.89131,0.143167,0.190360,0.214461,-9999.0,-9999.0
1,0.366211E-02,0.112776E-01,0.180795,0.468162E-01,0.335009E-01,0.108347,0.646347E-01,0.955994E-01,-9999.0,-9999.0,-0.152269,-0.567794,0.245976E-01,0.817284E-01,0.817851E-01,-9999.0,-9999.0
1,0.427246E-02,0.131572E-01,0.195416,0.157471E-01,0.196105E-01,0.758047E-01,0.516273E-01,0.583426E-01,-9999.0,-9999.0,-0.155189,-0.197226,0.425122E-01,0.579089E-01,0.624070E-01,-9999.0,-9999.0
2,0.518799E-02,0.159765E-01,0.287494,0.180008,0.350977E-01,0.242553,0.398525,0.494881,-9999.0,-9999.0,-0.207225,-1.35572,0.144028,0.180141,0.213385,-9999.0,-9999.0
2,0.640869E-02,0.197357E-01,0.394190E-01,0.937019E-01,0.741982E-02,0.379711E-01,0.132005,0.123376,-9999.0,-9999.0,0.151740E-01,-0.272750,0.251114E-01,0.236091E-01,0.294138E-01,-9999.0,-9999.0
3,0.793457E-02,0.244347E-01,0.115453,0.637210E-01,0.212289E-01,0.563829E-01,0.429919E-01,0.685370E-01,-9999.0,-9999.0,-0.179106,0.599610,0.311159E-01,-0.864267E-02,-0.254306E-02,-9999.0,-9999.0
3,0.976562E-02,0.300735E-01,0.249142,0.456924E-01,0.105047,0.129147,0.157777,0.228087,-9999.0,-9999.0,0.971041,0.145023E-01,0.205156,0.234285,0.289196,-9999.0,-9999.0
3,0.115967E-01,0.357123E-01,0.184989,0.772357E-01,0.134318,0.431192,0.425548,0.529151,-9999.0,-9999.0,0.965631,0.610591,0.425957,0.339709,0.403222,-9999.0,-9999.0
5,0.140381E-01,0.432306E-01,0.314065E-01,0.162655,0.147311,0.323492,0.290925,0.389521,-9999.0,-9999.0,0.324592,-0.666264,0.320800,0.403723,0.454755,-9999.0,-9999.0
5,0.170898E-01,0.526286E-01,0.613842E-01,0.142656,0.133239,0.134657,0.101381,0.125734,-9999.0,-9999.0,0.956733E-01,-0.172762,0.166556,0.160828,0.170153,-9999.0,-9999.0
7,0.207520E-01,0.639062E-01,0.120920,0.821094E-01,0.549059E-01,0.855938E-01,0.788082E-01,0.782237E-01,-9999.0,-9999.0,0.217981,0.375646,-0.447625E-01,-0.116576E-01,-0.101411E-02,-9999.0,-9999.0
8,0.253296E-01,0.780031E-01,0.116292,0.732007E-01,0.220773,0.481069,0.515003,0.627894,-9999.0,-9999.0,0.769086,-1.38629,0.477424,0.541485,0.614392,-9999.0,-9999.0
10,0.308228E-01,0.949195E-01,0.418941E-01,0.727295E-01,0.119245,0.121501,0.127960,0.150167,-9999.0,-9999.0,0.192452,0.737953,0.180731,0.210059,0.248118,-9999.0,-9999.0
12,0.375366E-01,0.115595,0.651596E-01,0.310927E-01,0.332822,0.213075,0.156002,0.180143,-9999.0,-9999.0,-0.897332E-03,-0.987504,0.305151,0.253267,0.242588,-9999.0,-9999.0
15,0.457764E-01,0.140970,0.239646E-01,0.267142E-01,0.135776,0.157619,0.247582,0.235639,-9999.0,-9999.0,-0.713429E-01,0.612114E-02,0.131466,0.206479,0.211106,-9999.0,-9999.0
18,0.558472E-01,0.171983,0.471931E-01,0.302215E-01,0.269095,0.141350,0.121633,0.121564,-9999.0,-9999.0,0.268190,-0.388772,0.153744,0.766218E-01,0.103624,-9999.0,-9999.0
22,0.680542E-01,0.209575,0.411413E-01,0.360523E-01,0.268273,0.150602,0.172600,0.155837,-9999.0,-9999.0,0.373989E-01,0.405698E-01,0.188051,0.203576,0.199324,-9999.0,-9999.0
26,0.827026E-01,0.254685,0.579501E-01,0.446488E-01,0.296898,0.212638,0.168573,0.155541,-9999.0,-9999.0,0.358066,-0.428932,0.300991,0.299471,0.278650,-9999.0,-9999.0
32,0.100403,0.309193,0.242338E-01,0.335545E-01,0.238764,0.177925,0.165376,0.138490,-9999.0,-9999.0,0.200277,0.664304,0.250686,0.256585,0.233881,-9999.0,-9999.0
39,0.122070,0.375919,0.296258E-01,0.274322E-01,0.220766,0.111098,0.856610E-01,0.703549E-01,-9999.0,-9999.0,0.146346,-0.883426E-01,0.111205,0.787077E-01,0.610524E-01,-9999.0,-9999.0
48,0.148621,0.457681,0.263414E-01,0.199662E-01,0.217469,0.109343,0.886081E-01,0.637808E-01,-9999.0,-9999.0,0.186811,0.107607,0.133390,0.894468E-01,0.765248E-01,-9999.0,-9999.0
58,0.180969,0.557299,0.284038E-01,0.214671E-01,0.221875,0.107373,0.984292E-01,0.601453E-01,-9999.0,-9999.0,0.658198E-01,-0.319511,0.131099,0.116476,0.103035,-9999.0,-9999.0
70,0.220032,0.677593,0.375897E-01,0.225966E-01,0.154280,0.836730E-01,0.946818E-01,0.500041E-01,-9999.0,-9999.0,0.171995,-0.981288E-01,0.881777E-01,0.114566,0.788266E-01,-9999.0,-9999.0
86,0.267639,0.824202,0.398069E-01,0.186150E-01,0.264071,0.890537E-01,0.123491,0.534236E-01,-9999.0,-9999.0,0.198147,-0.224689,0.121968,0.138787,0.759329E-01,-9999.0,-9999.0
104,0.325623,1.00276,0.287923E-01,0.194517E-01,0.183593,0.104793,0.899776E-01,0.349017E-01,-9999.0,-9999.0,0.129667,-0.239061E-01,0.126478,0.131276,0.769197E-01,-9999.0,-9999.0
127,0.396118,1.21986,0.267247E-01,0.180727E-01,0.162838,0.104384,0.897386E-01,0.287816E-01,-9999.0,-9999.0,0.117048,-0.111783,0.131209,0.114783,0.659646E-01,-9999.0,-9999.0
154,0.481873,1.48394,0.177266E-01,0.132726E-01,0.109154,0.633536E-01,0.780713E-01,0.199170E-01,-9999.0,-9999.0,0.738134E-01,0.604298E-01,0.497849E-01,0.470712E-01,0.184361E-01,-9999.0,-9999.0
188,0.586243,1.80535,0.165518E-01,0.138897E-01,0.100105,0.594364E-01,0.539676E-01,0.108986E-01,-9999.0,-9999.0,0.200682E-01,-0.518817E-01,0.572249E-01,0.397476E-01,0.159841E-01,-9999.0,-9999.0
228,0.713196,2.19630,0.170550E-01,0.124307E-01,0.954806E-01,0.519091E-01,0.445064E-01,0.695747E-02,-9999.0,-9999.0,0.399062E-01,0.880661E-01,0.361895E-01,0.266506E-01,0.584607E-02,-9999.0,-9999.0
278,0.867615,2.67184,0.144567E-01,0.106866E-01,0.118808,0.449045E-01,0.412877E-01,0.476489E-02,-9999.0,-9999.0,0.353934E-01,0.912127E-01,0.234237E-01,0.134135E-01,-0.158053E-02,-9999.0,-9999.0
337,1.05530,3.24982,0.122721E-01,0.107453E-01,0.112749,0.421443E-01,0.417263E-01,0.334483E-02,-9999.0,-9999.0,0.220354E-01,0.900187E-02,0.519017E-01,0.271447E-01,-0.358514E-02,-9999.0,-9999.0
411,1.28357,3.95278,0.111630E-01,0.777155E-02,0.688995E-01,0.342918E-01,0.349527E-01,0.206608E-02,-9999.0,-9999.0,0.230405E-01,-0.285135E-01,0.268145E-01,0.158273E-01,-0.263173E-02,-9999.0,-9999.0
500,1.56158,4.80894,0.764173E-02,0.665983E-02,0.734618E-01,0.270490E-01,0.265609E-01,0.978778E-03,-9999.0,-9999.0,0.231313E-01,-0.245989E-01,0.224370E-01,0.894700E-02,-0.137921E-02,-9999.0,-9999.0
608,1.89972,5.85023,0.851723E-02,0.573861E-02,0.544760E-01,0.215730E-01,0.230121E-01,0.554062E-03,-9999.0,-9999.0,0.213509E-01,-0.355663E-01,0.144149E-01,0.288735E-02,-0.122807E-03,-9999.0,-9999.0
740,2.31110,7.11708,0.664771E-02,0.574709E-02,0.518193E-01,0.192589E-01,0.171413E-01,0.276389E-03,-9999.0,-9999.0,0.105663E-01,-0.577692E-01,0.185954E-01,-0.173825E-02,-0.185893E-03,-9999.0,-9999.0
899,2.81128,8.65741,0.590937E-02,0.463658E-02,0.397408E-01,0.168225E-01,0.156590E-01,0.164522E-03,-9999.0,-9999.0,0.286067E-02,-0.348417E-02,0.923685E-02,0.260803E-02,-0.105496E-03,-9999.0,-9999.0
1095,3.41980,10.5314,0.573563E-02,0.416180E-02,0.352413E-01,0.109939E-01,0.111423E-01,0.765980E-04,-9999.0,-9999.0,0.887220E-02,0.692259E-02,0.747990E-02,0.253409E-02,0.670295E-05,-9999.0,-9999.0
1331,4.16016,12.8113,0.424621E-02,0.325266E-02,0.265706E-01,0.796267E-02,0.854021E-02,0.406529E-04,-9999.0,-9999.0,0.486056E-02,-0.134563E-01,0.392313E-02,0.985394E-03,-0.494329E-04,-9999.0,-9999.0
1620,5.06073,15.5846,0.364766E-02,0.291409E-02,0.198603E-01,0.550345E-02,0.578644E-02,0.236391E-04,-9999.0,-9999.0,0.104436E-03,-0.638213E-02,0.341199E-02,0.691418E-03,-0.493008E-04,-9999.0,-9999.0
