 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.740
wind_speed_[m+1s-1]_=_  1.487
averaging_interval_[min]_=_     30
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
1,0.610352E-03,0.714201E-03,0.643241E-02,0.132171E-01,0.135026E-02,0.810813E-01,0.785589E-02,0.322883,-9999.0,-9999.0,0.828241E-02,-0.153168,-0.569046E-01,-0.686535E-02,-0.168409,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.122070E-02,0.142840E-02,0.137611E-01,0.670294E-02,0.248481E-02,0.227030,0.336668E-01,0.621798E-01,-9999.0,-9999.0,0.195195E-01,0.167331E-01,-0.548137,0.136245E-01,-0.123615,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.183105E-02,0.214260E-02,0.171705E-01,0.153357E-01,0.723605E-03,0.777479E-01,0.102985,0.539254E-01,-9999.0,-9999.0,-0.330917E-02,-0.383485,-0.174894,-0.163834E-01,-0.445649E-01,-9999.0,-9999.0
1,0.244141E-02,0.285680E-02,0.918561E-02,0.443822E-01,0.471205E-02,0.125061,0.243371E-01,0.551307E-01,-9999.0,-9999.0,-0.217346E-01,-0.317939,-0.515562,-0.408164E-01,0.548820E-01,-9999.0,-9999.0
1,0.305176E-02,0.357100E-02,0.263787E-01,0.648781E-01,0.364124E-02,0.106975,0.456929E-01,0.623329E-02,-9999.0,-9999.0,0.314454E-01,1.46399,0.263568,0.415726E-01,0.257956E-01,-9999.0,-9999.0
1,0.366211E-02,0.428520E-02,0.799627E-02,0.404585E-01,0.153792E-01,0.140703,0.580812E-04,0.591750E-02,-9999.0,-9999.0,-0.334016E-01,-1.75837,1.09912,0.257751E-02,0.830039E-01,-9999.0,-9999.0
1,0.427246E-02,0.499941E-02,0.141769,0.661005E-01,0.944436E-03,0.304526E-01,0.607735E-01,0.876018E-01,-9999.0,-9999.0,0.322226E-01,0.630277,-0.872969E-01,0.214427E-01,-0.317768E-01,-9999.0,-9999.0
2,0.518799E-02,0.607071E-02,0.438858E-01,0.491711E-01,0.227817E-01,0.203502E-02,0.415606E-01,0.154130E-01,-9999.0,-9999.0,0.619390E-01,2.00797,-0.136524,0.444997E-01,-0.891904E-01,-9999.0,-9999.0
2,0.640869E-02,0.749911E-02,0.732337E-01,0.110022,0.207360E-01,0.191411E-01,0.630397E-02,0.233981E-01,-9999.0,-9999.0,0.871932E-01,4.76392,-0.405773,0.301217E-01,0.123192E-01,-9999.0,-9999.0
3,0.793457E-02,0.928461E-02,0.180271,0.440071E-01,0.237963E-01,0.753535E-02,0.636818E-01,0.147296,-9999.0,-9999.0,-0.134486,-1.39860,-0.221977,-0.168280E-01,0.387389,-9999.0,-9999.0
3,0.976562E-02,0.114272E-01,0.270494,0.183748,0.797660E-01,0.339626E-01,0.159833,0.550115E-01,-9999.0,-9999.0,0.247279,4.56207,-0.592156,0.161735,0.412592,-9999.0,-9999.0
3,0.115967E-01,0.135698E-01,0.240824,0.376198,0.900504E-02,0.351953E-01,0.371053,0.121359,-9999.0,-9999.0,0.689833E-01,-3.36414,-0.624756E-01,-0.731468E-01,0.115507,-9999.0,-9999.0
5,0.140381E-01,0.164266E-01,0.296355,0.903959E-01,0.653380E-01,0.186828E-01,0.161897,0.114932,-9999.0,-9999.0,0.342833E-01,0.713419,-0.447769,-0.975194E-01,0.549201,-9999.0,-9999.0
