 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.740
wind_speed_[m+1s-1]_=_  1.149
averaging_interval_[min]_=_     30
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
1,0.610352E-03,0.924470E-03,0.317438E-01,0.905925E-01,0.286545E-03,0.230866E-02,0.239340,0.124711,-9999.0,-9999.0,0.115745E-01,0.607427E-01,0.202220E-02,0.420486E-01,0.314548E-01,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.122070E-02,0.184894E-02,0.111340,0.193648,0.358590E-03,0.137505E-01,0.385241E-01,0.172830E-01,-9999.0,-9999.0,-0.136336E-01,0.651250E-01,0.677418E-02,-0.213937E-01,-0.887997E-02,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.183105E-02,0.277341E-02,0.172918,0.297837E-01,0.600914E-03,0.332078E-01,0.116780E-01,0.875132E-01,-9999.0,-9999.0,0.352534E-01,-0.745918E-01,0.847006E-02,0.203244E-01,0.406176E-01,-9999.0,-9999.0
1,0.244141E-02,0.369788E-02,0.591458E-01,0.372449E-02,0.469894E-02,0.685402E-02,0.154452E-01,0.142394,-9999.0,-9999.0,-0.149111E-02,0.199340E-01,0.578655E-02,0.747979E-02,0.151196,-9999.0,-9999.0
1,0.305176E-02,0.462235E-02,0.395681E-01,0.124593E-02,0.572851E-02,0.150025E-01,0.104260E-01,0.781239E-01,-9999.0,-9999.0,0.225823E-01,-0.810843E-01,0.135634E-01,0.570572E-01,0.128254,-9999.0,-9999.0
1,0.366211E-02,0.554682E-02,0.789019E-01,0.223691E-02,0.665586E-02,0.605434E-01,0.201050E-01,0.167518,-9999.0,-9999.0,0.813653E-01,0.293044E-01,0.613375E-01,0.130478,0.193789,-9999.0,-9999.0
1,0.427246E-02,0.647129E-02,0.798743E-02,0.138989E-01,0.274940E-01,0.317003E-01,0.199922E-01,0.396792E-01,-9999.0,-9999.0,0.500391E-01,-0.677136E-01,0.756344E-01,0.200546,0.213424,-9999.0,-9999.0
2,0.518799E-02,0.785799E-02,0.287969E-01,0.156825E-01,0.292306E-01,0.214817E-01,0.191029E-01,0.790823E-01,-9999.0,-9999.0,-0.289364E-02,0.596626,-0.271309E-03,0.812200E-01,0.115634,-9999.0,-9999.0
2,0.640869E-02,0.970693E-02,0.313401,0.294812E-01,0.182864E-02,0.101409,0.219197E-01,0.110806,-9999.0,-9999.0,0.750126E-01,-0.125047,0.978043E-02,0.431928E-02,0.203782E-01,-9999.0,-9999.0
3,0.793457E-02,0.120181E-01,0.154323,0.772432E-02,0.930190E-03,0.112254,0.353524E-01,0.140676,-9999.0,-9999.0,0.220493E-01,-0.137115E-01,0.123018E-01,0.412122E-01,0.550399E-01,-9999.0,-9999.0
3,0.976562E-02,0.147915E-01,0.249472,0.109645,0.219251E-01,0.882757E-01,0.242535E-01,0.730341E-01,-9999.0,-9999.0,-0.871247E-01,-1.45145,-0.255545E-01,-0.262239E-01,0.565069E-01,-9999.0,-9999.0
