 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.740
wind_speed_[m+1s-1]_=_  1.179
averaging_interval_[min]_=_     30
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
1,0.610352E-03,0.900579E-03,0.310587,0.357046,0.743009E-03,0.333345E-02,0.519627E-01,0.383480E-01,-9999.0,-9999.0,0.318072E-01,-0.430031E-02,-0.114261E-02,0.140913E-01,-0.451813E-02,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.122070E-02,0.180116E-02,0.301647,0.190114,0.107227E-01,0.404706E-01,0.120700,0.110262,-9999.0,-9999.0,-0.125781,-0.674963,0.425187E-01,0.659003E-01,0.918466E-01,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.183105E-02,0.270174E-02,0.714109E-01,0.100991,0.384159E-01,0.152369,0.252315,0.305252,-9999.0,-9999.0,0.775275E-01,-0.792083,0.155439,0.211658,0.269792,-9999.0,-9999.0
1,0.244141E-02,0.360231E-02,0.355482E-01,0.380011,0.818763E-02,0.470664E-02,0.350821E-01,0.416822E-01,-9999.0,-9999.0,-0.746021E-01,-0.794840,0.124366E-01,0.361151E-01,0.492226E-01,-9999.0,-9999.0
1,0.305176E-02,0.450289E-02,0.213567,0.142868,0.502465E-02,0.187835,0.211061,0.314849,-9999.0,-9999.0,0.866648E-01,0.162978,0.172656E-01,-0.753383E-02,0.827103E-02,-9999.0,-9999.0
1,0.366211E-02,0.540347E-02,0.286253,0.172677,0.348058E-01,0.906500E-01,0.176896,0.279617,-9999.0,-9999.0,0.133653,1.04601,0.166157E-02,-0.998814E-01,-0.118488,-9999.0,-9999.0
