 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.740
wind_speed_[m+1s-1]_=_  1.932
averaging_interval_[min]_=_     30
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
1,0.610352E-03,0.549661E-03,0.864847E-02,0.107770,0.326522E-02,0.268988E-01,0.420794E-01,0.371202,-9999.0,-9999.0,0.123552E-01,0.309961E-01,0.878671E-01,0.179398E-01,-0.274596E-01,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.122070E-02,0.109932E-02,0.116507E-02,0.843881E-01,0.306683E-02,0.441113E-01,0.116221,0.514793,-9999.0,-9999.0,0.335410E-02,0.329648,0.973153E-01,0.375848E-01,0.182933,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.183105E-02,0.164898E-02,0.654616E-02,0.184372E-02,0.439740E-04,0.513327E-01,0.590033E-01,0.770855E-01,-9999.0,-9999.0,0.312911E-03,0.827163E-04,-0.361788E-02,0.411596E-02,0.120928E-01,-9999.0,-9999.0
1,0.244141E-02,0.219864E-02,0.714392E-01,0.170539E-02,0.513507E-02,0.412173,0.139289,0.494831E-01,-9999.0,-9999.0,0.629952E-01,-0.882356E-01,-0.100817,0.693287E-01,0.107365,-9999.0,-9999.0
1,0.305176E-02,0.274830E-02,0.876432E-01,0.297934E-02,0.296845E-01,0.246950,0.124641,0.186819,-9999.0,-9999.0,0.148550,-0.308064,-0.788845E-01,0.145809,0.557872,-9999.0,-9999.0
1,0.366211E-02,0.329796E-02,0.468389E-01,0.166623E-02,0.258794E-01,0.848502,0.151346,0.256073,-9999.0,-9999.0,0.112760,0.208414,0.853039,0.161447,0.599274,-9999.0,-9999.0
