 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.740
wind_speed_[m+1s-1]_=_  0.225
averaging_interval_[min]_=_     30
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
1,0.610352E-03,0.472069E-02,0.262108,0.571669,0.918495E-02,0.326387,0.704962E-01,0.229700,-9999.0,-9999.0,16.2020,1.62785,0.347992,-0.525470E-01,0.316790,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.122070E-02,0.944138E-02,0.130469,0.358822,0.755855E-01,0.137508,0.217027,0.206336,-9999.0,-9999.0,-24.8504,3.40735,0.544233,0.195028,0.745074,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.183105E-02,0.141621E-01,0.323637,0.473142E-01,0.554736E-02,0.528719E-02,0.681617E-01,0.465586E-01,-9999.0,-9999.0,-15.4087,0.925725E-02,0.144200E-01,0.465487E-01,-0.169602,-9999.0,-9999.0
1,0.244141E-02,0.188828E-01,0.423830,0.402039E-01,0.533268E-02,0.671366E-01,0.311931E-01,0.256719,-9999.0,-9999.0,-15.4217,-0.102426,-0.117681,-0.386607E-01,-0.113037,-9999.0,-9999.0
1,0.305176E-02,0.236035E-01,0.554631,0.355455,0.273976E-02,0.514504E-01,0.357699E-01,0.122897,-9999.0,-9999.0,9.69397,0.668051,-0.199689E-01,0.222153E-01,-0.178242,-9999.0,-9999.0
1,0.366211E-02,0.283242E-01,0.275138,0.215595,0.336264E-01,0.710150E-01,0.724584E-01,0.251484,-9999.0,-9999.0,16.3322,0.212838,0.299362,0.195143,-0.788102,-9999.0,-9999.0
1,0.427246E-02,0.330448E-01,0.118842,0.284291E-01,0.580841E-01,0.711802E-01,0.121869,0.176659,-9999.0,-9999.0,7.22339,0.326091E-01,0.257948,0.215823,-1.00161,-9999.0,-9999.0
2,0.518799E-02,0.401259E-01,0.941849E-01,0.427425E-02,0.614658E-02,0.233265E-01,0.535627E-01,0.565230E-01,-9999.0,-9999.0,-3.54940,-0.310823E-01,0.895580E-02,0.281542E-01,-0.411554E-01,-9999.0,-9999.0
2,0.640869E-02,0.495673E-01,0.402848E-01,0.191847E-01,0.191204E-01,0.370960E-02,0.203308,0.418672,-9999.0,-9999.0,-1.06008,-0.377688,0.379217E-01,0.106196,-0.502095,-9999.0,-9999.0
3,0.793457E-02,0.613690E-01,0.343563E-01,0.808878E-02,0.253979E-01,0.365839E-01,0.231772,0.199739,-9999.0,-9999.0,-5.96572,0.161677,0.143569,0.195661,-0.418386,-9999.0,-9999.0
3,0.976562E-02,0.755311E-01,0.640253E-01,0.346125E-01,0.188792E-01,0.377111E-02,0.128460,0.148306,-9999.0,-9999.0,-6.69532,-0.404795,-0.351244E-01,-0.786775E-01,0.139307,-9999.0,-9999.0
3,0.115967E-01,0.896931E-01,0.368494E-01,0.158262E-01,0.402394E-01,0.351695E-01,0.118027,0.173032,-9999.0,-9999.0,3.46802,0.345887,0.113390,0.144534,-0.571154,-9999.0,-9999.0
5,0.140381E-01,0.108576,0.315696E-01,0.161357E-01,0.334277E-01,0.400790E-01,0.146413,0.125267,-9999.0,-9999.0,7.85177,-0.406547E-01,0.170415,0.156495,-0.307906,-9999.0,-9999.0
5,0.170898E-01,0.132179,0.623910E-01,0.652782E-02,0.398883E-01,0.405038E-01,0.279363,0.214085,-9999.0,-9999.0,13.3431,-0.221998,0.217959,0.322423,-0.622329,-9999.0,-9999.0
7,0.207520E-01,0.160504,0.176953E-01,0.351380E-01,0.929807E-01,0.446421E-01,0.322683,0.207551,-9999.0,-9999.0,-7.74662,0.961942,0.848438E-01,0.183537,-0.703263,-9999.0,-9999.0
8,0.253296E-01,0.195909,0.202776E-01,0.136239E-01,0.126754,0.339197E-01,0.150007,0.973836E-01,-9999.0,-9999.0,-1.42597,0.645268,0.306844,0.401458,-0.771637,-9999.0,-9999.0
10,0.308228E-01,0.238395,0.315256E-01,0.157418E-01,0.132357,0.315095E-01,0.151170,0.778187E-01,-9999.0,-9999.0,6.08921,0.329449,0.216089,0.207427,-0.465898,-9999.0,-9999.0
12,0.375366E-01,0.290323,0.318257E-01,0.145460E-01,0.147108,0.318547E-01,0.142917,0.603805E-01,-9999.0,-9999.0,4.22261,0.411215,0.167181,0.227181,0.769127E-01,-9999.0,-9999.0
15,0.457764E-01,0.354052,0.310303E-01,0.144099E-01,0.580039E-01,0.320604E-01,0.114391,0.571161E-01,-9999.0,-9999.0,6.39964,-0.138112E-01,0.103726,0.154994,-0.348102,-9999.0,-9999.0
18,0.558472E-01,0.431943,0.327727E-01,0.119232E-01,0.103151,0.292857E-01,0.154450,0.633770E-01,-9999.0,-9999.0,-0.516549,0.715752E-01,0.746907E-01,0.148551,-0.362841,-9999.0,-9999.0
22,0.680542E-01,0.526357,0.464890E-01,0.820583E-02,0.121822,0.345341E-01,0.164965,0.593263E-01,-9999.0,-9999.0,12.7380,0.163568,0.227120,0.266510,-0.248511,-9999.0,-9999.0
26,0.827026E-01,0.639654,0.268486E-01,0.128323E-01,0.849468E-01,0.210312E-01,0.115011,0.370461E-01,-9999.0,-9999.0,3.67164,0.207638,0.699489E-01,0.134209,-0.178803E-01,-9999.0,-9999.0
32,0.100403,0.776554,0.256725E-01,0.634077E-02,0.160930,0.183036E-01,0.110059,0.330998E-01,-9999.0,-9999.0,12.6961,-0.901674E-02,0.159968,0.163159,-0.183329,-9999.0,-9999.0
39,0.122070,0.944138,0.355885E-01,0.125104E-01,0.144943,0.334933E-01,0.116272,0.359122E-01,-9999.0,-9999.0,5.36127,-0.191987,0.172450,0.125273,-0.281984E-01,-9999.0,-9999.0
48,0.148621,1.14949,0.148997E-01,0.143646E-01,0.174138,0.221494E-01,0.129159,0.300071E-01,-9999.0,-9999.0,4.50675,0.560521E-01,0.230568,0.256689,0.673550E-01,-9999.0,-9999.0
58,0.180969,1.39969,0.235447E-01,0.125812E-01,0.136463,0.200692E-01,0.706577E-01,0.143926E-01,-9999.0,-9999.0,5.99131,-0.826876E-01,0.962822E-01,0.165187,-0.672244E-01,-9999.0,-9999.0
70,0.220032,1.70181,0.260396E-01,0.779008E-02,0.124359,0.183414E-01,0.675927E-01,0.161839E-01,-9999.0,-9999.0,5.66940,-0.932319E-01,0.925741E-01,0.936794E-01,-0.178129E-01,-9999.0,-9999.0
86,0.267639,2.07002,0.201152E-01,0.108269E-01,0.131812,0.179946E-01,0.887720E-01,0.149051E-01,-9999.0,-9999.0,7.20659,-0.177575,0.135993,0.171163,-0.317502E-01,-9999.0,-9999.0
104,0.325623,2.51849,0.163147E-01,0.987551E-02,0.164794,0.170542E-01,0.701614E-01,0.793305E-02,-9999.0,-9999.0,4.01896,-0.316124,0.149618,0.168124,-0.632216E-02,-9999.0,-9999.0
127,0.396118,3.06373,0.154402E-01,0.851803E-02,0.113945,0.145562E-01,0.685114E-01,0.881001E-02,-9999.0,-9999.0,0.611317,0.511684E-01,0.102661,0.655443E-01,0.514563E-01,-9999.0,-9999.0
154,0.481873,3.72699,0.104346E-01,0.775972E-02,0.123571,0.103541E-01,0.516064E-01,0.447629E-02,-9999.0,-9999.0,1.95279,-0.536258E-01,0.966879E-01,0.386351E-01,0.474938E-01,-9999.0,-9999.0
188,0.586243,4.53422,0.113550E-01,0.649834E-02,0.115507,0.102907E-01,0.534021E-01,0.401173E-02,-9999.0,-9999.0,3.44078,-0.780406E-01,0.402434E-01,0.333216E-01,-0.119133E-02,-9999.0,-9999.0
228,0.713196,5.51613,0.103379E-01,0.558386E-02,0.102573,0.819507E-02,0.398836E-01,0.268953E-02,-9999.0,-9999.0,0.783049,-0.355032E-01,0.413601E-01,0.846504E-02,0.127122E-01,-9999.0,-9999.0
278,0.867615,6.71046,0.939505E-02,0.461853E-02,0.888235E-01,0.712173E-02,0.390568E-01,0.191570E-02,-9999.0,-9999.0,1.45061,-0.151329E-01,0.337249E-01,0.300080E-01,0.100844E-01,-9999.0,-9999.0
337,1.05530,8.16208,0.798671E-02,0.455522E-02,0.964289E-01,0.610534E-02,0.269966E-01,0.116948E-02,-9999.0,-9999.0,1.19856,-0.768695E-01,0.392544E-01,-0.628437E-02,0.507617E-02,-9999.0,-9999.0
411,1.28357,9.92761,0.817600E-02,0.314601E-02,0.707041E-01,0.638181E-02,0.273643E-01,0.334709E-02,-9999.0,-9999.0,0.166267,-0.220782E-01,0.359110E-01,-0.109960E-01,0.284334E-02,-9999.0,-9999.0
500,1.56158,12.0779,0.644889E-02,0.277300E-02,0.629749E-01,0.457852E-02,0.232492E-01,0.100162E-02,-9999.0,-9999.0,0.501757,-0.159023E-01,0.250592E-01,0.427008E-02,0.956221E-03,-9999.0,-9999.0
608,1.89972,14.6932,0.582914E-02,0.273374E-02,0.530978E-01,0.377969E-02,0.176380E-01,0.717269E-03,-9999.0,-9999.0,0.671545,-0.100677E-01,0.117670E-01,0.347802E-03,0.187231E-02,-9999.0,-9999.0
740,2.31110,17.8749,0.447731E-02,0.197673E-02,0.572201E-01,0.284839E-02,0.164019E-01,0.105257E-02,-9999.0,-9999.0,0.954133,-0.182300E-01,0.212341E-01,-0.455239E-03,-0.103376E-02,-9999.0,-9999.0
899,2.81128,21.7435,0.404926E-02,0.170365E-02,0.403412E-01,0.223000E-02,0.126623E-01,0.818389E-03,-9999.0,-9999.0,-0.252675,-0.202339E-01,0.115634E-01,-0.248459E-02,-0.105017E-02,-9999.0,-9999.0
1095,3.41980,26.4500,0.405597E-02,0.144701E-02,0.320908E-01,0.167589E-02,0.103252E-01,0.888568E-03,-9999.0,-9999.0,0.329597,-0.167043E-02,0.804132E-02,0.111201E-02,0.460938E-03,-9999.0,-9999.0
1331,4.16016,32.1762,0.285792E-02,0.127453E-02,0.221579E-01,0.123090E-02,0.633300E-02,0.104078E-02,-9999.0,-9999.0,0.457337E-01,-0.100426E-01,0.491794E-02,-0.282345E-02,-0.435804E-03,-9999.0,-9999.0
1620,5.06073,39.1416,0.242290E-02,0.963601E-03,0.148294E-01,0.989419E-03,0.351315E-02,0.131388E-02,-9999.0,-9999.0,0.547051E-01,-0.295860E-02,0.234039E-02,0.384244E-03,0.298268E-03,-9999.0,-9999.0
1970,6.15631,47.6153,0.190136E-02,0.868505E-03,0.104971E-01,0.713214E-03,0.197247E-02,0.163838E-02,-9999.0,-9999.0,0.506827E-02,-0.177005E-02,0.125336E-02,-0.775917E-04,0.215521E-03,-9999.0,-9999.0
2397,7.48901,57.9229,0.169802E-02,0.758682E-03,0.752796E-02,0.634338E-03,0.919799E-03,0.194097E-02,-9999.0,-9999.0,-0.676456E-01,-0.213489E-02,0.119238E-02,0.315232E-03,-0.709386E-03,-9999.0,-9999.0
2916,9.11041,70.4634,0.143195E-02,0.660569E-03,0.627897E-02,0.598133E-03,0.434474E-03,0.233128E-02,-9999.0,-9999.0,-0.334805E-02,-0.715027E-03,0.130306E-03,0.388537E-04,0.480342E-03,-9999.0,-9999.0
