 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.740
wind_speed_[m+1s-1]_=_  0.256
averaging_interval_[min]_=_     30
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
1,0.610352E-03,0.414272E-02,0.307841,0.396807,0.684385E-02,0.324830E-01,0.108858,0.112654E-01,-9999.0,-9999.0,-1.47510,0.170226,-0.438735,-0.101701,-0.348256E-01,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.122070E-02,0.828544E-02,0.494672E-01,0.146971,0.188341E-02,0.311076,0.402600,0.260537,-9999.0,-9999.0,-0.143059E-01,0.140692E-01,1.19540,0.136409,0.966200E-01,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.183105E-02,0.124282E-01,0.870497E-01,0.258268E-01,0.882029E-02,0.225521,0.233010,0.109821,-9999.0,-9999.0,-0.871217,0.270105E-01,1.41834,0.181665,0.130247,-9999.0,-9999.0
1,0.244141E-02,0.165709E-01,0.739278E-01,0.272382E-02,0.705480E-02,0.163624,0.103509,0.634544E-01,-9999.0,-9999.0,-0.766478,0.410337E-02,0.421303,0.106728,0.907853E-01,-9999.0,-9999.0
1,0.305176E-02,0.207136E-01,0.163998E-01,0.417017E-01,0.642128E-02,0.355086,0.549615E-01,0.496234E-01,-9999.0,-9999.0,0.343924,-0.533252E-01,1.71135,0.602492E-01,0.339882E-01,-9999.0,-9999.0
1,0.366211E-02,0.248563E-01,0.930928E-01,0.106337E-01,0.198412E-02,0.219669,0.372143E-01,0.292263E-01,-9999.0,-9999.0,0.280849,-0.132651E-01,-0.983685,0.206646E-01,0.330951E-01,-9999.0,-9999.0
