 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.740
wind_speed_[m+1s-1]_=_  1.974
averaging_interval_[min]_=_     30
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
1,0.610352E-03,0.537990E-03,0.337758E-01,0.399320E-02,0.613417E-03,0.340171,0.219852E-01,0.115172,-9999.0,-9999.0,0.526019E-02,0.231097E-01,-0.205427E-01,0.839956E-02,-0.125004E-01,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.122070E-02,0.107598E-02,0.257187E-01,0.979581E-03,0.284215E-02,0.128091E-01,0.101749,0.540081E-01,-9999.0,-9999.0,0.140849E-01,0.236988E-01,0.268612E-01,-0.249821E-01,-0.334235E-01,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.183105E-02,0.161397E-02,0.753306E-02,0.217748E-01,0.138726E-01,0.946876E-01,0.137777,0.908535E-01,-9999.0,-9999.0,0.157360E-01,0.272770,-0.136377,-0.114954,-0.288001,-9999.0,-9999.0
1,0.244141E-02,0.215196E-02,0.177346E-01,0.484592E-01,0.354375E-01,0.110811,0.488488E-01,0.874346E-03,-9999.0,-9999.0,-0.253926E-01,-0.404414,0.285271,0.461987E-01,0.547087E-01,-9999.0,-9999.0
1,0.305176E-02,0.268995E-02,0.102694,0.794366E-01,0.479749E-01,0.712667E-01,0.406081,0.294184,-9999.0,-9999.0,0.203428,-0.859457,0.693908,0.424401,1.24448,-9999.0,-9999.0
1,0.366211E-02,0.322794E-02,0.261531E-01,0.108676,0.237316E-01,0.178519E-01,0.265333,0.213251,-9999.0,-9999.0,0.571342E-01,-0.434605E-01,0.110971,0.239661,0.753043,-9999.0,-9999.0
1,0.427246E-02,0.376593E-02,0.319553E-01,0.748774E-01,0.696074E-03,0.406561E-01,0.989275E-02,0.548060E-03,-9999.0,-9999.0,-0.102022E-01,-0.942324E-01,-0.665791E-01,-0.584749E-02,0.653512E-02,-9999.0,-9999.0
2,0.518799E-02,0.457291E-02,0.141038,0.486131E-01,0.152478E-01,0.521809E-01,0.112695,0.696470E-01,-9999.0,-9999.0,0.444726E-01,0.173584,0.275494,0.115264,0.283802,-9999.0,-9999.0
2,0.640869E-02,0.564889E-02,0.911876E-02,0.137553,0.640960E-02,0.147577E-01,0.512244E-01,0.344518E-01,-9999.0,-9999.0,0.201960E-01,0.236522E-01,0.396327E-01,0.417585E-01,0.152368,-9999.0,-9999.0
