 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.740
wind_speed_[m+1s-1]_=_  0.652
averaging_interval_[min]_=_     30
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
1,0.610352E-03,0.162832E-02,0.865536E-01,0.158827E-01,0.991597E-02,0.204581E-01,0.881937E-01,0.513172E-01,-9999.0,-9999.0,-0.111811,-0.305413,0.285498E-02,0.633657E-01,0.469042E-01,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.122070E-02,0.325664E-02,0.249091,0.184888,0.147334E-01,0.107241E-02,0.242535E-01,0.310635E-01,-9999.0,-9999.0,-0.439474,1.40511,0.500508E-02,0.272071E-01,0.522940E-01,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.183105E-02,0.488496E-02,0.627231E-01,0.585698,0.120330E-01,0.136250,0.134354,0.774968E-01,-9999.0,-9999.0,0.259797,1.84232,0.927026E-01,0.731230E-01,0.706171E-01,-9999.0,-9999.0
1,0.244141E-02,0.651328E-02,0.405501,0.208556,0.350340E-01,0.684675E-03,0.145528,0.933159E-01,-9999.0,-9999.0,-0.919538,-3.72926,0.702226E-02,0.899639E-01,0.474895E-01,-9999.0,-9999.0
1,0.305176E-02,0.814160E-02,0.232315E-03,0.970356E-01,0.352652E-01,0.134866,0.134329,0.222798,-9999.0,-9999.0,0.241117E-01,0.935420,0.140467E-01,-0.674687E-01,-0.108108,-9999.0,-9999.0
1,0.366211E-02,0.976992E-02,0.444147,0.531583E-01,0.433027E-01,0.680058E-01,0.194718,0.346418,-9999.0,-9999.0,0.340705,3.04026,0.113301,0.407054E-01,0.646695E-01,-9999.0,-9999.0
1,0.427246E-02,0.113982E-01,0.402551E-01,0.639125E-01,0.110246,0.581404E-01,0.108643,0.201156,-9999.0,-9999.0,-0.367062,-3.20596,0.187817,0.264868,0.361046,-9999.0,-9999.0
2,0.518799E-02,0.138407E-01,0.181440,0.264319,0.117849,0.441678E-01,0.113758,0.161609,-9999.0,-9999.0,0.334256,-5.89524,0.133609,0.195782,0.213063,-9999.0,-9999.0
