 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.740
wind_speed_[m+1s-1]_=_  2.225
averaging_interval_[min]_=_     30
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
1,0.610352E-03,0.477211E-03,0.466008E-01,0.482167E-01,0.167688E-02,0.164523,0.146894,0.102450,-9999.0,-9999.0,0.204911E-01,-0.159196,-0.692418E-01,0.695398E-02,0.813712E-01,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.122070E-02,0.954421E-03,0.750050E-01,0.521173E-01,0.510681E-02,0.110283,0.248951,0.733054E-01,-9999.0,-9999.0,0.514597E-01,-0.395511,0.440324E-01,-0.225594,0.113999,-9999.0,-9999.0
0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
1,0.183105E-02,0.143163E-02,0.119052,0.989321E-01,0.532217E-02,0.168741,0.118085,0.389486,-9999.0,-9999.0,0.602873E-01,-1.16727,0.798581E-01,-0.159533,0.112552,-9999.0,-9999.0
1,0.244141E-02,0.190884E-02,0.731803E-01,0.227531,0.125526E-03,0.692519E-01,0.168225E-01,0.367011,-9999.0,-9999.0,0.881201E-02,-0.288156,0.130052E-01,0.358220E-02,0.352390E-01,-9999.0,-9999.0
1,0.305176E-02,0.238605E-02,0.686475E-01,0.254848,0.551514E-02,0.657269E-01,0.794599E-01,0.208766,-9999.0,-9999.0,-0.284587E-01,1.94436,-0.813881E-01,-0.149643,-0.213415,-9999.0,-9999.0
1,0.366211E-02,0.286326E-02,0.126926,0.151561E-01,0.201542E-02,0.537071E-01,0.203790,0.263276,-9999.0,-9999.0,0.417569E-01,-0.238208,0.450256E-01,0.108394,0.122657,-9999.0,-9999.0
1,0.427246E-02,0.334047E-02,0.171788,0.222541E-01,0.945040E-02,0.496529E-01,0.639497E-01,0.655362,-9999.0,-9999.0,0.456592E-01,-0.394594,0.642568E-01,0.151831,0.368511,-9999.0,-9999.0
2,0.518799E-02,0.405629E-02,0.215497,0.217809E-01,0.102476E-01,0.520475E-02,0.284837E-01,0.399246,-9999.0,-9999.0,0.704139E-01,0.383481,0.135611E-01,0.219968E-01,0.339558,-9999.0,-9999.0
2,0.640869E-02,0.501071E-02,0.720212E-01,0.107604,0.928400E-02,0.460352E-01,0.772809E-02,0.425885E-01,-9999.0,-9999.0,0.247919E-01,-1.63774,0.802377E-01,0.268395E-01,0.549387E-01,-9999.0,-9999.0
3,0.793457E-02,0.620374E-02,0.242596,0.923160E-01,0.158585E-01,0.139305,0.611820E-01,0.453496,-9999.0,-9999.0,0.159209,-1.55379,0.145657,0.173083,0.237738,-9999.0,-9999.0
3,0.976562E-02,0.763537E-02,0.469779E-01,0.100594,0.516751E-02,0.243803E-01,0.242025E-01,0.733871E-01,-9999.0,-9999.0,0.131513E-01,-0.728364,0.621204E-02,0.745967E-01,0.586583E-02,-9999.0,-9999.0
