file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,diagnostic_flags_LI-7200,,,,,,,,,RSSI_LI-7200,variances,,,,,,covariances,,,custom_variables
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,co2_mean,h2o_mean,co2_mean,h2o_mean,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,anemometer_diagnostic_mean,_mean
2024-05-01T083000_OTL.ghg,2024-05-01,09:00,122.375,1,36000,36000,-0.468379E-01,0,0.508727E-02,14.6703,0,2.26407,68.4575,0,6.14631,-25.4872,0,1.76445,1.54560,0,0.138768,0.710765,-0.247000,-0.207837E-01,-0.557664E-02,0.524739E-10,0.186915E-11,16.4865,408.970,415.016,0.150000,0,587.258,14.5677,14.7831,0.400000,0,292.302,290.956,98886.1,1.17757,1013.43,0.245758E-01,0.100155,0.106817E-01,1434.26,2031.98,0.907094E-02,70.5844,597.719,285.501,-0.438996E-01,-1.51011,0.236168E-02,1.51075,-0.395159E-13,0.318284E-14,1.51075,3.65958,60.9799,268.335,0.895673E-01,-9999,0.199437,0.310935,-46.8302,-0.371555E-01,0.214299,0.616385E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.462937E-01,1.01176,18.1264,1.02267,60.1541,1.13803,-22.3958,1.13803,1.35813,1.13803,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800110099,80000,80000,89,89,21,6,0,5,0,0,0,0,0,0,0,0,0,0,0,100,0.345274,0.230383,0.462125E-01,0.688228E-01,35.1361,0.166014,0.151891E-01,-0.558495,0.338683E-01,16.4879,587.294,408.973,14.5675,12.1553,101.426,101.459,101.394,0.647525E-01,0.00000,128.133
2024-05-01T090000_OTL.ghg,2024-05-01,09:30,122.396,1,36000,36000,0.908450E-02,0,0.468545E-02,40.4913,0,4.89755,75.9314,0,7.19968,-18.0054,0,1.62909,1.71520,0,0.162632,0.686382,-0.696108,0.565384E-01,-0.157242E-01,0.210770E-09,0.730177E-11,16.4092,410.248,416.163,0.150000,0,568.470,14.2123,14.4172,0.350000,0,292.790,291.475,98920.3,1.17604,1013.24,0.246083E-01,0.111145,0.104073E-01,1399.92,2099.33,0.884948E-02,66.6842,699.406,285.132,-0.102522,-0.246090,-0.172320E-01,0.267148,0.160328E-12,0.128446E-13,0.267148,1.79727,91.7364,247.383,-3.69836,-9999,0.878901E-01,0.171329,-1.45241,-1.19801,0.533261,0.386623,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.884110E-02,1.02753,43.5604,1.03134,66.6237,1.13971,-15.7983,1.13971,1.50495,1.13971,800000099,800000099,800000099,800000099,800000099,800001099,810110099,811110199,80000,80000,89,89,1,2,0,35,53,6,0,0,0,0,0,0,0,0,0,100,0.150901,0.165988,0.257686E-01,0.217258,24.0231,0.190565,0.365558E-01,-0.394351,0.375658E-01,16.4108,568.495,410.251,14.2121,11.7837,101.426,101.454,101.397,0.574602E-01,0.00000,126.398
2024-05-01T093000_OTL.ghg,2024-05-01,10:00,122.417,1,36000,36000,-0.169109E-01,0,0.401123E-02,73.5706,0,7.13798,111.902,0,10.4717,-21.2447,0,1.93345,2.53043,0,0.236795,1.45490,0.794203,-0.162869,0.179592E-01,-0.799284E-10,-0.287432E-11,16.1130,406.550,412.582,0.500000E-01,0,579.443,14.6201,14.8370,0.200000,0,293.937,292.578,98857.8,1.17068,1013.50,0.247203E-01,0.163972,0.106574E-01,1438.98,2249.09,0.910356E-02,63.9806,810.110,285.551,0.603784,-0.297330,0.270309E-02,0.673029,-0.458500E-15,-0.496049E-14,0.673029,2.93765,350.615,333.782,0.230118,-9999,0.120189,0.304171,-2.04348,-0.851490,0.657454,0.515915,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.166510E-01,1.01561,78.3557,1.02368,98.9063,1.13140,-18.7774,1.13140,2.23655,1.13140,800000099,800000099,800000099,800000099,800000099,800000099,800000099,810100099,80000,80000,89,89,13,2,1,17,20,4,0,0,0,0,0,0,0,0,0,100,0.332318,0.233019,0.430065E-01,0.461348,28.8872,0.383052,0.660404E-01,-0.471038,0.561048E-01,16.1144,579.468,406.554,14.6196,12.1968,101.424,101.448,101.399,0.492631E-01,0.00000,128.900
2024-05-01T100000_OTL.ghg,2024-05-01,10:30,122.437,1,36000,36000,-0.700468E-01,0,0.846085E-02,74.0371,0,5.71967,156.550,0,12.8059,-28.1557,0,2.07922,3.54320,0,0.289837,1.21604,0.256790,-0.902460E-01,0.581195E-02,0.197280E-10,0.719512E-12,16.0147,404.494,410.550,0.100000,0,584.081,14.7525,14.9734,0.250000,0,294.880,293.504,98782.1,1.16604,1013.58,0.248186E-01,0.229600,0.107114E-01,1450.85,2381.92,0.918612E-02,60.9109,931.070,285.676,1.33122,-1.08577,0.264739E-01,1.71807,0.158824E-12,0.123187E-14,1.71807,4.77388,4.57547,320.798,0.882914,-9999,0.245096,0.638750,-17.2115,-0.101095,0.472931,0.255587,0,24.5564,-3.72653,8.42941,20.9904,32.0117,44.8969,67.2637,-0.692435E-01,1.01160,81.2777,1.02308,137.206,1.14098,-24.6767,1.14098,3.10540,1.14098,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,1,1,0,8,10,0,0,0,0,0,0,0,0,0,0,100,0.697537,0.496751,0.832109E-01,0.322437,36.1172,0.597237,0.687696E-01,-0.621568,0.782204E-01,16.0160,584.101,404.498,14.7520,12.3138,101.423,101.448,101.399,0.492270E-01,0.00000,127.495
2024-05-01T103000_OTL.ghg,2024-05-01,11:00,122.458,1,36000,36000,-0.112590,0,0.104429E-01,92.2730,0,7.23392,216.098,0,17.5680,-34.6937,0,2.32249,4.89367,0,0.397837,0.746750,0.408813,-0.998568E-02,0.925778E-02,-0.439070E-10,-0.162524E-11,16.0178,404.265,410.407,0.100000,0,592.906,14.9641,15.1914,0.250000,0,295.472,294.074,98735.3,1.16313,1013.72,0.248802E-01,0.317110,0.108380E-01,1470.85,2467.03,0.931795E-02,59.6205,996.174,285.885,1.70433,-1.42308,0.174594E-01,2.22040,0.249791E-13,-0.274114E-14,2.22040,5.81509,7.39081,320.139,0.450532,-9999,0.311125,0.820055,-28.2397,-0.616153E-01,0.426995,0.251532,0,24.0650,-3.65196,8.26074,20.5704,31.3712,43.9985,65.9178,-0.111288,1.01170,102.274,1.02452,188.069,1.14904,-30.1937,1.14904,4.25893,1.14904,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,2,7,2,1,4,0,0,0,0,0,0,0,0,0,0,100,0.854832,0.644260,0.141020,0.343150,31.8556,0.794783,0.867395E-01,-0.762585,0.107565,16.0192,592.920,404.270,14.9635,12.5190,101.414,101.439,101.388,0.508715E-01,0.00000,127.138
2024-05-01T110000_OTL.ghg,2024-05-01,11:30,122.479,1,36000,36000,-0.130094,0,0.123917E-01,97.1875,0,8.41012,249.534,0,21.5163,-39.3308,0,2.61022,5.65356,0,0.487483,0.650504,1.12019,0.184629E-01,0.253794E-01,-0.172141E-10,-0.661246E-12,16.0240,404.688,411.079,0.150000,0,615.531,15.5453,15.7908,0.250000,0,296.026,294.572,98691.5,1.16040,1014.06,0.249379E-01,0.366351,0.112329E-01,1527.02,2543.42,0.968021E-02,60.0382,1016.40,286.458,1.72134,-1.93154,0.216531E-01,2.58734,-0.279573E-13,-0.107427E-14,2.58734,7.04971,17.6491,311.707,0.479507,-9999,0.334830,0.983454,-33.4122,-0.520767E-01,0.389476,0.246670,0,24.0813,-3.65444,8.26634,20.5844,31.3925,44.0284,65.9625,-0.128547,1.01203,108.775,1.02584,215.966,1.15543,-34.0399,1.15543,4.89303,1.15543,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,8,7,7,8,1,0,0,0,0,0,0,0,0,0,0,100,1.03999,0.763930,0.162996,0.401535,34.3444,1.00938,0.924395E-01,-0.862226,0.123940,16.0254,615.529,404.693,15.5443,13.0890,101.392,101.418,101.366,0.512475E-01,0.00000,127.807
2024-05-01T113000_OTL.ghg,2024-05-01,12:00,122.500,1,36000,36000,-0.109926,0,0.105867E-01,81.0310,0,6.00658,183.323,0,13.9062,-31.9765,0,1.94875,4.15638,0,0.315287,0.949704,1.52152,-0.242318E-01,0.344965E-01,-0.182001E-10,-0.735772E-12,15.9633,404.132,410.844,0.150000,0,645.346,16.3378,16.6091,0.250000,0,296.832,295.300,98658.9,1.15682,1014.51,0.250141E-01,0.269333,0.117696E-01,1603.93,2658.98,0.101741E-01,60.3213,1055.05,287.213,1.74529,-1.76331,0.151615E-01,2.48103,-0.781357E-13,-0.114012E-14,2.48103,6.59353,12.7481,314.706,0.350135,-9999,0.308260,1.05513,-31.2685,-0.556470E-01,0.442012,0.223983,0,23.8114,-3.61348,8.17370,20.3537,31.0406,43.5349,65.2232,-0.108631,1.01192,89.4564,1.02544,158.921,1.15355,-27.7201,1.15355,3.60313,1.15355,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,9,12,3,2,1,0,0,0,0,0,0,0,0,0,0,100,1.08476,0.883374,0.142118,0.339706,30.4116,0.699801,0.762238E-01,-0.704854,0.916187E-01,15.9647,645.352,404.136,16.3369,13.8566,101.385,101.410,101.360,0.492537E-01,0.00000,127.792
2024-05-01T120000_OTL.ghg,2024-05-01,12:30,122.521,1,36000,36000,-0.823358E-01,0,0.882715E-02,93.7980,0,7.36953,245.916,0,17.3871,-36.6293,0,2.15258,5.58019,0,0.394537,1.12253,0.826719,0.981374E-02,0.187594E-01,-0.128203E-09,-0.531707E-11,15.9161,404.358,411.255,0.150000,0,660.100,16.7702,17.0562,0.250000,0,297.741,296.164,98624.6,1.15286,1014.77,0.250994E-01,0.361596,0.120401E-01,1645.58,2802.01,0.104437E-01,58.7287,1156.42,287.609,1.66361,-1.78895,0.664723E-02,2.44295,0.154790E-12,-0.805494E-14,2.44295,6.95989,15.2931,312.921,0.155901,-9999,0.267243,0.866436,-17.5984,-0.988728E-01,0.381423,0.300014,0,21.3187,-3.23519,7.31801,18.2229,27.7911,38.9773,58.3952,-0.813691E-01,1.01188,105.485,1.02530,213.306,1.15288,-31.7720,1.15288,4.84021,1.15288,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,16,2,1,5,4,2,0,0,0,0,0,0,0,0,0,100,0.938665,0.653372,0.140835,0.400652,30.4380,0.874651,0.901665E-01,-0.810990,0.123548,15.9175,660.097,404.363,16.7692,14.2493,101.382,101.405,101.359,0.465158E-01,0.00000,127.774
2024-05-01T123000_OTL.ghg,2024-05-01,13:00,122.542,1,36000,36000,-0.110675,0,0.120487E-01,92.4910,0,7.18128,246.891,0,17.6400,-37.3673,0,2.30476,5.60540,0,0.400496,0.737767,0.434088,-0.117055E-01,0.985549E-02,-0.523474E-10,-0.220199E-11,15.8741,404.087,411.075,0.150000,0,667.742,16.9979,17.2918,0.250000,0,298.335,296.733,98591.0,1.15016,1014.91,0.251580E-01,0.363230,0.121751E-01,1667.24,2899.86,0.105856E-01,57.4938,1232.62,287.812,1.57538,-1.91822,0.249838E-01,2.48234,-0.219470E-12,-0.329766E-14,2.48234,6.63224,17.3291,309.395,0.576670,-9999,0.310202,1.04904,-27.9060,-0.623522E-01,0.374623,0.255428,0,24.2624,-3.68191,8.32850,20.7391,31.6285,44.3594,66.4585,-0.109371,1.01192,104.280,1.02545,214.023,1.15357,-32.3927,1.15357,4.85917,1.15357,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,16,20,2,1,1,0,0,0,0,0,0,0,0,0,0,100,1.21630,0.744446,0.137321,0.400416,37.4572,0.984981,0.893342E-01,-0.828954,0.124350,15.8755,667.746,404.093,16.9970,14.4495,101.376,101.399,101.353,0.460033E-01,0.00000,128.043
2024-05-01T130000_OTL.ghg,2024-05-01,13:30,122.562,1,36000,36000,-0.112272,0,0.102225E-01,91.7205,0,6.78542,232.799,0,18.9891,-34.2000,0,2.52118,5.28895,0,0.431411,0.881211,0.559796,-0.787621E-01,0.127180E-01,-0.114819E-09,-0.493588E-11,15.7224,402.262,409.341,0.100000,0,675.880,17.2926,17.5969,0.200000,0,299.047,297.414,98540.7,1.14681,1015.09,0.252310E-01,0.342724,0.123504E-01,1695.12,3020.96,0.107693E-01,56.1119,1325.84,288.069,1.53781,-1.11771,0.354314E-01,1.90141,-0.458270E-13,-0.730289E-14,1.90141,5.87449,3.50506,323.990,1.06773,-9999,0.312890,0.772160,-28.8695,-0.602712E-01,0.393990,0.251813,0,25.4007,-3.85465,8.71924,21.7121,33.1124,46.4406,69.5764,-0.110988,1.01157,103.077,1.02354,203.532,1.14380,-29.9004,1.14380,4.62402,1.14380,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,23,33,7,0,0,0,0,0,0,0,0,0,0,0,0,100,0.846691,0.573005,0.124623,0.359994,43.4476,1.14437,0.885447E-01,-0.767623,0.118711,15.7239,675.877,402.269,17.2914,14.7040,101.375,101.396,101.355,0.408120E-01,0.00000,128.966
2024-05-01T133000_OTL.ghg,2024-05-01,14:00,122.583,1,36000,36000,-0.110337,0,0.105380E-01,72.0540,0,5.99863,216.260,0,19.3396,-32.6411,0,2.62930,4.91495,0,0.439531,0.471516,0.204721,0.343774E-01,0.465270E-02,-0.758009E-10,-0.327241E-11,15.7215,403.060,410.198,0.100000,0,678.714,17.4006,17.7087,0.200000,0,299.425,297.779,98476.8,1.14462,1015.16,0.252792E-01,0.318489,0.124038E-01,1704.54,3087.69,0.108367E-01,55.2045,1383.14,288.155,1.72614,-1.09777,0.439230E-02,2.04565,-0.518234E-14,-0.482148E-14,2.04565,5.87198,0.609025,327.545,0.123022,-9999,0.310478,0.690864,-35.8902,-0.484811E-01,0.333182,0.199725,0,24.3694,-3.69815,8.36523,20.8306,31.7680,44.5551,66.7516,-0.109071,1.01160,82.8049,1.02396,188.689,1.14612,-28.4796,1.14612,4.28834,1.14612,800000099,800000099,800000099,800000099,800000099,800100099,800000099,800000099,80000,80000,89,89,10,13,5,5,1,0,0,0,0,0,0,0,0,0,0,100,0.760347,0.485278,0.136102,0.237243,39.1455,0.986665,0.712626E-01,-0.732623,0.110315,15.7228,678.723,403.066,17.3996,14.7921,101.374,101.395,101.353,0.413516E-01,0.00000,129.831
2024-05-01T140000_OTL.ghg,2024-05-01,14:30,122.604,1,36000,36000,-0.120916,0,0.120599E-01,45.8462,0,4.01188,191.856,0,16.8635,-31.5936,0,2.27873,4.36127,0,0.383339,0.288640,0.597705,-0.203857E-01,0.135870E-01,0.110569E-09,0.486578E-11,15.7101,402.586,409.848,0.150000,0,691.349,17.7165,18.0360,0.250000,0,299.680,298.003,98424.7,1.14302,1015.34,0.253142E-01,0.282610,0.126115E-01,1734.39,3129.17,0.110336E-01,55.4266,1394.78,288.425,1.81571,-1.61317,0.332820E-01,2.42904,-0.780190E-13,0.703809E-14,2.42904,6.98129,10.2560,318.380,0.785075,-9999,0.325249,0.870362,-64.8258,-0.268412E-01,0.238961,0.121457,0,24.4441,-3.70949,8.39089,20.8945,31.8654,44.6917,66.9563,-0.119498,1.01187,55.6106,1.02525,166.450,1.15264,-27.4099,1.15264,3.78374,1.15264,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,8,20,8,33,3,0,0,0,0,0,0,0,0,0,0,100,0.955256,0.637284,0.148183,0.116062,31.9169,0.799349,0.479174E-01,-0.706304,0.975002E-01,15.7114,691.371,402.591,17.7158,15.0671,101.365,101.388,101.343,0.452417E-01,0.00000,129.251
2024-05-01T143000_OTL.ghg,2024-05-01,15:00,122.625,1,36000,36000,-0.176215,0,0.143795E-01,22.8704,0,2.52820,219.795,0,15.1455,-33.3570,0,1.93705,4.99718,0,0.344343,0.220341,-0.264959,0.230445E-01,-0.602402E-02,-0.102409E-09,-0.446508E-11,15.7460,403.123,410.335,0.150000,0,686.531,17.5763,17.8907,0.200000,0,299.839,298.174,98376.2,1.14186,1015.26,0.253401E-01,0.323817,0.124990E-01,1719.89,3161.27,0.109462E-01,54.4052,1441.37,288.294,2.06456,-2.34609,0.453932E-01,3.12548,-0.194984E-14,-0.650383E-14,3.12548,8.05325,17.9831,311.348,0.832170,-9999,0.392840,1.22130,-228.884,-0.760209E-02,0.104054,0.502187E-01,0,24.8877,-3.77680,8.54314,21.2736,32.4436,45.5026,68.1712,-0.173991,1.01278,34.4371,1.02803,188.630,1.16522,-28.6273,1.16522,4.28863,1.16522,800000099,800000099,800000099,800000099,800000099,800010099,800010099,800010099,80000,80000,89,89,18,7,1,65,6,0,0,0,0,0,0,0,0,0,0,100,1.48699,0.749153,0.206481,0.475380E-01,23.6419,0.664670,0.297053E-01,-0.738325,0.110608,15.7473,686.549,403.126,17.5756,14.9385,101.359,101.384,101.334,0.491492E-01,0.00000,129.043
2024-05-01T150000_OTL.ghg,2024-05-01,15:30,122.646,1,36000,36000,-0.150423,0,0.106311E-01,22.0361,0,2.36116,219.788,0,13.5702,-32.0981,0,1.65106,4.99907,0,0.308654,0.541685,0.560522,0.282979E-01,0.127491E-01,0.304217E-10,0.134662E-11,15.7494,403.782,411.131,0.150000,0,697.151,17.8735,18.1988,0.200000,0,300.290,298.595,98345.6,1.13976,1015.45,0.253861E-01,0.323940,0.126873E-01,1748.27,3241.42,0.111315E-01,53.9353,1493.15,288.549,1.83842,-2.67410,0.426402E-01,3.24537,-0.363610E-13,0.193161E-14,3.24537,7.59880,25.6703,304.508,0.752818,-9999,0.363287,1.10235,-187.840,-0.926318E-02,0.100261,0.524098E-01,0,24.9763,-3.79025,8.57356,21.3494,32.5591,45.6647,68.4140,-0.148496,1.01298,33.6154,1.02855,188.266,1.16743,-27.4946,1.16743,4.28211,1.16743,800000099,800000099,800000099,800000099,800000099,800000099,800010099,800010099,80000,80000,89,89,6,6,2,27,0,0,0,0,0,0,0,0,0,0,0,100,1.10965,0.920074,0.174987,0.589499E-01,23.6754,0.720338,0.290447E-01,-0.710614,0.110674,15.7507,697.174,403.786,17.8728,15.1939,101.343,101.367,101.318,0.494246E-01,0.00000,129.143
2024-05-01T153000_OTL.ghg,2024-05-01,16:00,122.667,1,36000,36000,-0.165587,0,0.131865E-01,13.1381,0,2.37686,223.481,0,16.7803,-30.3263,0,1.95280,5.08532,0,0.381837,0.584092,0.625918,-0.387084E-02,0.142428E-01,0.494633E-10,0.223077E-11,15.7136,403.692,411.178,0.150000,0,708.675,18.2063,18.5439,0.200000,0,300.780,299.050,98293.8,1.13729,1015.64,0.254409E-01,0.329529,0.128956E-01,1779.69,3329.99,0.113389E-01,53.4443,1550.30,288.827,1.61830,-2.61217,0.523688E-01,3.07328,-0.131974E-12,0.314780E-14,3.07328,8.36975,27.4262,301.779,0.976369,-9999,0.381573,1.25485,-364.957,-0.476769E-02,0.587885E-01,0.298087E-01,0,25.3078,-3.84056,8.68736,21.6328,32.9913,46.2708,69.3221,-0.163510,1.01270,25.1910,1.02781,191.952,1.16425,-26.0478,1.16425,4.36787,1.16425,800000099,800000099,800000099,800000099,800000099,800010099,800010099,800010099,80000,80000,89,89,19,2,3,62,2,0,0,0,0,0,0,0,0,0,0,100,1.28437,1.03848,0.186837,0.441584E-01,25.9480,0.870461,0.218090E-01,-0.674899,0.113172,15.7149,708.692,403.696,18.2054,15.4696,101.338,101.362,101.313,0.491428E-01,0.00000,129.782
2024-05-01T160000_OTL.ghg,2024-05-01,16:30,122.687,1,36000,36000,-0.164660,0,0.106080E-01,-6.51775,1,1.46001,208.301,0,12.5458,-28.9519,0,1.46247,4.74093,0,0.285542,0.286016,-0.305286,0.113868,-0.694831E-02,0.113754E-09,0.505116E-11,15.8059,406.355,413.822,0.150000,0,701.846,18.0438,18.3753,0.200000,0,300.989,299.273,98262.0,1.13614,1015.56,0.254668E-01,0.307212,0.127675E-01,1763.33,3374.25,0.112376E-01,52.2584,1610.92,288.683,1.89501,-2.75777,0.347695E-01,3.34627,0.100613E-12,0.719696E-14,3.34627,8.02801,25.9496,304.495,0.595343,-9999,0.380695,1.07462,730.408,0.238223E-02,-0.312901E-01,-0.148382E-01,0,24.6330,-3.73816,8.45573,21.0560,32.1117,45.0371,67.4737,-0.162522,1.01315,5.08484,1.02899,178.141,1.16930,-24.7599,1.16930,4.05449,1.16930,800000099,800000099,800000099,800000099,800000099,800010099,800010099,800010099,80000,80000,89,89,17,17,2,73,6,0,0,0,0,0,0,0,0,0,0,100,1.11520,0.835144,0.198889,0.252715E-01,17.3629,0.586721,0.440697E-02,-0.642079,0.105142,15.8072,701.873,406.358,18.0433,15.3301,101.337,101.362,101.312,0.493309E-01,0.00000,131.112
2024-05-01T163000_OTL.ghg,2024-05-01,17:00,122.708,1,36000,36000,-0.171699,0,0.110164E-01,-28.6578,0,2.03512,208.339,0,12.2105,-27.8269,0,1.33002,4.74266,0,0.277961,0.243010,0.223616,0.602919E-01,0.509043E-02,0.726778E-10,0.323725E-11,15.8664,407.767,415.310,0.150000,0,706.729,18.1629,18.4989,0.200000,0,301.191,299.463,98229.3,1.13499,1015.63,0.254924E-01,0.307325,0.128390E-01,1774.31,3412.23,0.113119E-01,51.9986,1637.92,288.780,1.73259,-2.84480,0.360767E-01,3.33108,0.617072E-13,0.458061E-14,3.33108,7.42515,29.6817,301.343,0.620545,-9999,0.388944,1.00756,177.116,0.982407E-02,-0.137554,-0.639186E-01,0,25.7628,-3.90960,8.84353,22.0216,33.5844,47.1026,70.5683,-0.169424,1.01343,-16.8003,1.03073,173.447,1.20117,-23.1666,1.20117,3.94837,1.20117,800000099,800000099,800000099,800000099,800000099,800000099,800010099,800010099,80000,80000,89,89,8,4,4,13,0,0,0,0,0,0,0,0,0,0,0,100,0.997278,0.832308,0.185535,0.348883E-01,12.8964,0.467496,-0.145743E-01,-0.601436,0.102505,15.8676,706.758,407.769,18.1624,15.4293,101.338,101.363,101.312,0.511897E-01,0.00000,129.535
2024-05-01T170000_OTL.ghg,2024-05-01,17:30,122.729,1,36000,36000,-0.853159E-01,0,0.592512E-02,-33.2302,0,1.79101,112.050,0,8.73853,-15.1078,0,1.08477,2.55137,0,0.198976,0.335753,0.746017,-0.263946E-01,0.169868E-01,-0.578118E-10,-0.263555E-11,15.8291,407.148,414.848,0.150000,0,721.623,18.5612,18.9122,0.200000,0,301.493,299.726,98180.2,1.13327,1015.85,0.255307E-01,0.165329,0.131008E-01,1812.09,3465.34,0.115602E-01,52.2917,1653.25,289.109,1.48096,-2.16905,0.214982E-01,2.62650,-0.307462E-13,-0.365225E-14,2.62650,6.53965,26.3857,304.324,0.468978,-9999,0.274378,0.659049,53.6079,0.324579E-01,-0.296566,-0.105201,0,22.9790,-3.48715,7.88794,19.6421,29.9554,42.0129,62.9430,-0.841854E-01,1.01343,-26.4356,1.03002,93.3382,1.20047,-12.5849,1.20047,2.12531,1.20047,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,13,5,6,21,4,0,0,0,0,0,0,0,0,0,0,100,0.641287,0.553924,0.122887,0.465623E-01,18.0163,0.493759,-0.229629E-01,-0.327344,0.552810E-01,15.8304,721.647,407.151,18.5606,15.7594,101.339,101.364,101.313,0.510354E-01,0.00000,130.514
2024-05-01T173000_OTL.ghg,2024-05-01,18:00,122.750,1,36000,36000,-0.750128E-01,0,0.526351E-02,-47.0783,0,2.30073,92.4358,0,6.18954,-9.16199,0,0.566355,2.10414,0,0.140894,-0.386839,-0.190364,0.194243,-0.433332E-02,0.160793E-09,0.720960E-11,16.0634,411.699,419.442,0.100000,0,720.247,18.4597,18.8069,0.200000,0,301.179,299.423,98144.7,1.13404,1015.79,0.255134E-01,0.136348,0.130380E-01,1801.58,3404.17,0.114969E-01,52.9227,1602.59,289.018,0.982273,-2.06277,0.338140E-01,2.28496,-0.587173E-13,0.100099E-13,2.28496,5.42216,35.6137,295.463,0.847923,-9999,0.257189,0.408216,31.1551,0.558497E-01,-0.509308,-0.158904,0,25.7360,-3.90554,8.83434,21.9988,33.5495,47.0536,70.4949,-0.739642E-01,1.01418,-41.0043,1.03119,76.4127,1.20969,-7.57382,1.20969,1.73941,1.20969,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,35,15,2,0,10,0,0,0,0,0,0,0,0,0,0,100,0.496726,0.238429,0.812763E-01,0.110805,5.07430,0.281152,-0.355956E-01,-0.196847,0.452080E-01,16.0646,720.281,411.700,18.4594,15.6727,101.352,101.380,101.323,0.570264E-01,0.00000,130.444
